"Broughton_ENG18830" "Broughton_ENG18871" "Broughton_ENG18901" "Dickens_ENG18481" "Dickens_ENG18530" "Dickens_ENG18540" "Disraeli_ENG18440" "Disraeli_ENG18450" "Disraeli_ENG18800" "Eliot_ENG18610" "Eliot_ENG18660" "Eliot_ENG18721" "Nesbit_ENG18890" "Nesbit_ENG19020" "Nesbit_ENG19060" "Ouida_ENG18670" "Ouida_ENG18740" "Ouida_ENG18831" "Trollope_ENG18551" "Trollope_ENG18650" "Trollope_ENG18742" "Ward_ENG18880" "Ward_ENG18951" "Ward_ENG19091" "Wells_ENG18952" "Wells_ENG19090" "Wells_ENG19120" "Yonge_ENG18531" "Yonge_ENG18560" "Yonge_ENG18651"
"sincerely" 0.00141208034737177 0.00499115851919457 0.00195062322412011 0.00223526124615814 0.00165988878745124 0 0.00125017971333379 0.00187772269791197 0.00347542009140355 0.00134950945331372 0.00107308802541072 0.00061905705229794 0.0010318533117332 0 0 0.00198916303975939 0 0.00103099692247419 0.00136280629071384 0.000620536019013224 0 0.000683347171113548 0 0.00148365751249981 0 0.00289025694384231 0 0.00378596668349319 0.000659735050403758 0.000405723953536493
"stall" 0 0.00356511322799612 0 0.000558815311539536 0.00110659252496749 0 0 0.00688498322567723 0.000579236681900591 0 0 0 0 0 0 0.00159133043180751 0.0252084196121505 0.00463948615113384 0.00272561258142768 0.00124107203802645 0 0 0 0 0 0 0 0.000841325929665152 0.00230907267641315 0.00284006767475545
"steam" 0.000706040173685883 0.00356511322799612 0.00130041548274674 0.00111763062307907 0.00165988878745124 0.00568138777365351 0.00312544928333448 0.00187772269791197 0.00115847336380118 0 0.00321926407623217 0.00061905705229794 0 0 0 0.00318266086361503 0 0.00257749230618547 0.00136280629071384 0.000930804028519835 0 0.000341673585556774 0 0.00296731502499963 0 0.000722564235960577 0.00132143163903773 0 0.00164933762600939 0.000811447907072986
"substance" 0 0.000713022645599224 0 0.00139703827884884 0.00165988878745124 0.000946897962275585 0.00125017971333379 0 0.000579236681900591 0.00134950945331372 0.00321926407623217 0.00030952852614897 0.00206370662346641 0 0.00139711635184978 0.000397832607951878 0 0.00154649538371128 0.00136280629071384 0.000310268009506612 0 0.0013666943422271 0 0 0.0121858339680122 0.0093933350674875 0.00660715819518867 0.000841325929665152 0.000989602575605637 0.00121717186060948
"surprising" 0.00211812052105765 0.00142604529119845 0.00260083096549348 0.00307348421346745 0.00359642570614436 0.00378759184910234 0.000625089856666896 0.000625907565970657 0 0.0067475472665686 0.00214617605082145 0.00154764263074485 0 0 0.00139711635184978 0 0 0 0.00272561258142768 0.000620536019013224 0 0.00205004151334065 0 0.00445097253749944 0 0.000722564235960577 0.00132143163903773 0 0.000329867525201879 0.000405723953536493
"trenchard" 0 0 0 0 0 0 0 0.00813679835761855 0.0341749642321349 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"undoubtedly" 0.00353020086842941 0.0028520905823969 0.00715228515510706 0.00223526124615814 0.00276648131241873 0.000946897962275585 0.00375053914000138 0.00125181513194131 0 0.00134950945331372 0.00107308802541072 0.00030952852614897 0.0010318533117332 0 0.00419134905554935 0.000795665215903756 0 0 0.00136280629071384 0.00279241208555951 0 0.0013666943422271 0 0 0 0 0 0.000420662964832576 0 0
"vainly" 0.00353020086842941 0.00213906793679767 0.00195062322412011 0.00111763062307907 0.00082994439372562 0 0.000625089856666896 0.000625907565970657 0.000579236681900591 0.00404852835994116 0 0.00030952852614897 0.00309555993519961 0 0.00279423270369956 0.00437615868747066 0.00360120280173578 0.00618598153484512 0 0.00248214407605289 0 0.000341673585556774 0 0 0 0 0 0.00126198889449773 0.000659735050403758 0.00121717186060948
"wimblehurst" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0520246249891615 0 0 0 0
"wounds" 0.000706040173685883 0.000713022645599224 0.00130041548274674 0.000558815311539536 0.000553296262483747 0.000946897962275585 0.00125017971333379 0 0 0.00269901890662744 0.00107308802541072 0.00061905705229794 0.0010318533117332 0.00167400438589149 0 0.0127306434544601 0 0.00309299076742256 0 0.00186160805703967 0 0.000683347171113548 0.00407050107868279 0 0 0 0.00264286327807547 0 0.000329867525201879 0.000405723953536493
"wrench" 0.00282416069474353 0 0 0.000279407655769768 0.000276648131241873 0 0 0 0.000579236681900591 0.00134950945331372 0 0.0157859548335975 0 0 0 0.000795665215903756 0 0.00154649538371128 0 0.000310268009506612 0 0.00102502075667032 0.00407050107868279 0.00148365751249981 0 0 0 0 0 0.000811447907072986
"youngest" 0 0.00142604529119845 0.000650207741373369 0.00111763062307907 0.00193653691869311 0 0.000625089856666896 0.00125181513194131 0.00115847336380118 0.00404852835994116 0.000536544012705362 0.00154764263074485 0.0010318533117332 0 0.00279423270369956 0.000397832607951878 0.00180060140086789 0.00463948615113384 0.00272561258142768 0.000930804028519835 0.00479133726222989 0.0013666943422271 0.00407050107868279 0 0 0 0.00132143163903773 0.0016826518593303 0.00131947010080752 0.00324579162829194
"zu" 0 0 0 0 0 0 0 0 0 0 0 0.00092858557844691 0 0 0 0.0274504499486796 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"acknowledge" 0 0 0.00130041548274674 0.00139703827884884 0.00165988878745124 0.00378759184910234 0.00250035942666758 0.00187772269791197 0.00173771004570177 0.00269901890662744 0.000536544012705362 0.00154764263074485 0.00412741324693282 0.00167400438589149 0 0.00119349782385563 0 0.00103099692247419 0.00272561258142768 0.00341294810457273 0 0.00170836792778387 0 0.00296731502499963 0 0 0 0.0016826518593303 0 0.000811447907072986
"barnet" 0 0 0 0.0189997205923442 0.000553296262483747 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00407050107868279 0 0 0 0 0 0 0
"brutal" 0.00282416069474353 0 0.00325103870686684 0.000279407655769768 0.000276648131241873 0 0.000625089856666896 0.00375544539582394 0 0 0 0.00123811410459588 0.0010318533117332 0 0 0.00755881955108569 0.00360120280173578 0.0072169784573193 0 0 0 0.00239171509889742 0 0.00296731502499963 0 0.00144512847192115 0.00132143163903773 0 0 0
"cheerfulness" 0.00494228121580118 0 0.00390124644824021 0.000838222967309304 0.00221318504993499 0.00284069388682676 0.00250035942666758 0 0.000579236681900591 0.00134950945331372 0 0.00247622820919176 0.0010318533117332 0.00167400438589149 0 0.000397832607951878 0 0 0.00136280629071384 0.000310268009506612 0 0.000683347171113548 0 0 0.00304645849200305 0 0.000660715819518867 0.000841325929665152 0.00296880772681691 0.00405723953536493
"clearer" 0.00141208034737177 0.00142604529119845 0.000650207741373369 0.00195585359038838 0.00138324065620937 0.00189379592455117 0 0 0.000579236681900591 0.00134950945331372 0.00321926407623217 0.00061905705229794 0.0010318533117332 0 0 0.00318266086361503 0.00180060140086789 0.00257749230618547 0 0.000930804028519835 0 0.00239171509889742 0 0.00148365751249981 0.00304645849200305 0.00144512847192115 0.00330357909759433 0.00126198889449773 0.000989602575605637 0.000811447907072986
"considerate" 0 0 0 0.00223526124615814 0.00387307383738623 0.00189379592455117 0.000625089856666896 0.0043813529617946 0.00115847336380118 0.00134950945331372 0.00214617605082145 0.00061905705229794 0 0 0 0 0 0 0 0.000310268009506612 0 0.000341673585556774 0 0 0 0 0 0.00294464075382803 0.00263894020161503 0.00527441139597441
"darted" 0.00211812052105765 0 0.000650207741373369 0.00195585359038838 0.000276648131241873 0.000946897962275585 0 0.000625907565970657 0 0.00404852835994116 0.00107308802541072 0.00154764263074485 0.0010318533117332 0 0 0.00517182390337442 0 0.00515498461237093 0 0.000310268009506612 0 0 0 0.00148365751249981 0.00304645849200305 0.000722564235960577 0.000660715819518867 0.00378596668349319 0.00197920515121127 0.00121717186060948
"dazzling" 0.00282416069474353 0.00213906793679767 0.00715228515510706 0.00111763062307907 0.000553296262483747 0 0.00750107828000275 0.00250363026388263 0.00289618340950296 0.00134950945331372 0 0.00061905705229794 0 0.00167400438589149 0.00139711635184978 0.00238699564771127 0.00360120280173578 0.000515498461237093 0 0 0 0.0013666943422271 0 0 0 0.00144512847192115 0 0.00210331482416288 0.000329867525201879 0
"deed" 0.000706040173685883 0 0 0.00167644593461861 0.00221318504993499 0.00378759184910234 0.00250035942666758 0.0043813529617946 0.00115847336380118 0.00134950945331372 0.00268272006352681 0.00061905705229794 0.00206370662346641 0 0 0.00198916303975939 0 0.00154649538371128 0.00545122516285535 0.00279241208555951 0.00239566863111494 0.000341673585556774 0 0 0 0.000722564235960577 0 0.000420662964832576 0 0.00162289581414597
"deloraine" 0 0 0 0 0 0 0 0.0294176556006209 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0100959111559818 0 0
"desperately" 0.00635436156317294 0.00356511322799612 0.00325103870686684 0.00111763062307907 0.00110659252496749 0.00189379592455117 0 0 0 0 0.000536544012705362 0.00030952852614897 0.00206370662346641 0.00167400438589149 0.00698558175924891 0.000397832607951878 0 0 0.00136280629071384 0 0 0.00512510378335161 0.00407050107868279 0.00296731502499963 0 0.000722564235960577 0.00132143163903773 0.0016826518593303 0.000989602575605637 0.000811447907072986
"drifted" 0 0 0.00130041548274674 0.00111763062307907 0.000276648131241873 0 0 0.000625907565970657 0.000579236681900591 0 0 0.00030952852614897 0 0.00334800877178298 0.00139711635184978 0.00716098694313381 0.0108036084052073 0.00876347384103058 0 0 0 0.0013666943422271 0 0 0.00304645849200305 0.00433538541576346 0.0039642949171132 0 0 0
"duly" 0 0 0 0.000558815311539536 0.00110659252496749 0.000946897962275585 0.00500071885333517 0.000625907565970657 0.00521313013710532 0.0067475472665686 0.00321926407623217 0.00185717115689382 0.0010318533117332 0 0 0.000397832607951878 0 0 0.00681403145356919 0.00279241208555951 0 0 0 0 0 0 0.00264286327807547 0.000420662964832576 0.00164933762600939 0.00121717186060948
"eastern" 0 0.00213906793679767 0.00130041548274674 0.000558815311539536 0.000553296262483747 0.000946897962275585 0 0 0 0 0.00160963203811609 0.00030952852614897 0.0010318533117332 0.00167400438589149 0.00558846540739913 0.00437615868747066 0 0.0072169784573193 0.00136280629071384 0.000310268009506612 0 0.00170836792778387 0 0.00148365751249981 0.00913937547600914 0.00289025694384231 0.00132143163903773 0.00210331482416288 0.000659735050403758 0.000811447907072986
"elapsed" 0.00211812052105765 0.00142604529119845 0.00195062322412011 0.00139703827884884 0.00082994439372562 0.00284069388682676 0.0125017971333379 0.00500726052776526 0.00810931354660828 0 0.00107308802541072 0.00030952852614897 0.0010318533117332 0 0 0 0 0 0 0.000620536019013224 0 0 0 0 0 0 0 0 0.000659735050403758 0.000811447907072986
"eloquent" 0 0.000713022645599224 0 0.000558815311539536 0.00331977757490248 0 0.00312544928333448 0.000625907565970657 0.00173771004570177 0 0.000536544012705362 0.00092858557844691 0.00309555993519961 0 0.00139711635184978 0.00437615868747066 0 0.00206199384494837 0.00272561258142768 0.00186160805703967 0 0.00239171509889742 0 0 0 0.00144512847192115 0.00330357909759433 0 0.000329867525201879 0.000405723953536493
"enterprise" 0 0 0 0.000838222967309304 0.000553296262483747 0 0.00375053914000138 0.00312953782985329 0.00289618340950296 0 0 0 0.0010318533117332 0 0 0 0 0 0 0.00155134004753306 0.00479133726222989 0 0 0 0 0.0209543628428567 0.0039642949171132 0.00126198889449773 0.000989602575605637 0.000405723953536493
"exhaustion" 0.000706040173685883 0.00142604529119845 0 0.000838222967309304 0.000276648131241873 0.000946897962275585 0.00187526957000069 0.00187772269791197 0.000579236681900591 0 0 0.00030952852614897 0 0.00167400438589149 0 0.00437615868747066 0 0.00670147999608221 0.00136280629071384 0 0 0.00512510378335161 0.00407050107868279 0 0 0.00144512847192115 0.00132143163903773 0.00294464075382803 0.000329867525201879 0.000405723953536493
"expressive" 0.000706040173685883 0.00142604529119845 0.00195062322412011 0.00642637608270467 0.00359642570614436 0.00473448981137793 0.00125017971333379 0.000625907565970657 0 0 0.00107308802541072 0.00061905705229794 0.00206370662346641 0 0 0.000397832607951878 0 0 0.00272561258142768 0 0 0.00102502075667032 0 0 0 0 0.000660715819518867 0.000841325929665152 0.000989602575605637 0.00121717186060948
"extra" 0.00211812052105765 0.000713022645599224 0.000650207741373369 0.000838222967309304 0.00304312944366061 0 0 0 0 0.00269901890662744 0.00482889611434826 0.00185717115689382 0 0.00334800877178298 0.00419134905554935 0.00119349782385563 0 0 0.00272561258142768 0.000310268009506612 0 0.0013666943422271 0.00814100215736557 0 0 0.000722564235960577 0.0019821474585566 0.00126198889449773 0.00131947010080752 0.00284006767475545
"gorgeous" 0 0 0.00130041548274674 0.00223526124615814 0.00110659252496749 0 0.00375053914000138 0.00500726052776526 0.00463389345520473 0 0.000536544012705362 0.00092858557844691 0 0 0.00279423270369956 0.00119349782385563 0.00180060140086789 0.00670147999608221 0.00136280629071384 0.000620536019013224 0 0.000341673585556774 0 0.00296731502499963 0 0.000722564235960577 0.000660715819518867 0.000841325929665152 0.000329867525201879 0.000405723953536493
"hunted" 0.000706040173685883 0.000713022645599224 0 0.00139703827884884 0.000276648131241873 0.000946897962275585 0.00125017971333379 0.000625907565970657 0 0.00134950945331372 0.00214617605082145 0.00030952852614897 0.00206370662346641 0 0 0.00596748911927817 0 0.0072169784573193 0 0 0 0.00102502075667032 0 0 0 0.00144512847192115 0 0.00294464075382803 0.00164933762600939 0.00202861976768246
"indian" 0.000706040173685883 0 0.000650207741373369 0.000838222967309304 0.000553296262483747 0 0.00187526957000069 0.00500726052776526 0.00289618340950296 0 0.00107308802541072 0.00061905705229794 0 0.00167400438589149 0.00279423270369956 0.0035804934715669 0 0 0 0.000310268009506612 0 0 0 0.00148365751249981 0.00304645849200305 0.00144512847192115 0.00726787401470753 0 0.00164933762600939 0.00446296348890142
"irritated" 0.00211812052105765 0.00213906793679767 0.00325103870686684 0.000558815311539536 0.000553296262483747 0 0.00250035942666758 0.000625907565970657 0.000579236681900591 0.00404852835994116 0.00321926407623217 0.00278575673534073 0.0010318533117332 0 0.00279423270369956 0.00318266086361503 0 0 0.00272561258142768 0 0 0.000683347171113548 0 0.00148365751249981 0 0.00216769270788173 0.0019821474585566 0.00126198889449773 0.00164933762600939 0.000811447907072986
"judged" 0 0.00142604529119845 0.00130041548274674 0 0.00082994439372562 0.00189379592455117 0 0.000625907565970657 0 0 0.000536544012705362 0.00247622820919176 0.00206370662346641 0.00334800877178298 0 0.000795665215903756 0.00180060140086789 0.00103099692247419 0.00136280629071384 0.000930804028519835 0 0.00102502075667032 0 0.00445097253749944 0.0335110434120335 0.00289025694384231 0.000660715819518867 0.00378596668349319 0.00164933762600939 0.00121717186060948
"minor" 0.00141208034737177 0.000713022645599224 0.00130041548274674 0.00167644593461861 0.00165988878745124 0 0.00125017971333379 0.00125181513194131 0.00115847336380118 0 0.00214617605082145 0.00185717115689382 0.0010318533117332 0.00334800877178298 0 0.000397832607951878 0 0.000515498461237093 0.0149908691978522 0 0 0.000683347171113548 0 0.00296731502499963 0 0.00650307812364519 0.00330357909759433 0.000420662964832576 0.000329867525201879 0.000811447907072986
"nations" 0 0.00213906793679767 0.000650207741373369 0 0 0 0.00750107828000275 0.00563316809373592 0.00405465677330414 0 0.000536544012705362 0.00061905705229794 0.0010318533117332 0 0.00558846540739913 0.00159133043180751 0 0.0072169784573193 0 0.000310268009506612 0 0.00205004151334065 0 0.00296731502499963 0.00304645849200305 0.00144512847192115 0 0 0 0.000405723953536493
"nerve" 0 0.000713022645599224 0 0.000279407655769768 0 0 0 0 0.000579236681900591 0 0.000536544012705362 0.00092858557844691 0.0010318533117332 0 0 0.00477399129542254 0 0.00257749230618547 0.00136280629071384 0.000310268009506612 0 0.00717514529669226 0.00407050107868279 0.00445097253749944 0.00304645849200305 0.000722564235960577 0.000660715819518867 0.000420662964832576 0.00263894020161503 0.00284006767475545
"netteville" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.024258824574531 0 0 0 0 0 0 0 0
"nowhere" 0.00141208034737177 0.0028520905823969 0.00390124644824021 0.00167644593461861 0.00138324065620937 0 0.00187526957000069 0.00125181513194131 0.00347542009140355 0.00134950945331372 0.00160963203811609 0.00123811410459588 0 0 0.00279423270369956 0.00238699564771127 0 0.000515498461237093 0.00408841887214151 0.000930804028519835 0 0.0013666943422271 0 0 0 0.00216769270788173 0.00132143163903773 0.00126198889449773 0 0.000811447907072986
"obligation" 0.000706040173685883 0.00213906793679767 0.000650207741373369 0.00139703827884884 0.00221318504993499 0.00189379592455117 0.00250035942666758 0 0 0.00134950945331372 0.00375580808893754 0.00680962757527734 0.0010318533117332 0.00167400438589149 0 0.000795665215903756 0 0.000515498461237093 0.00136280629071384 0.000620536019013224 0 0.00205004151334065 0 0 0 0 0.000660715819518867 0.000841325929665152 0 0
"perpetually" 0.00141208034737177 0.000713022645599224 0 0.00111763062307907 0.00110659252496749 0 0.00250035942666758 0.000625907565970657 0.00231694672760237 0.00134950945331372 0.000536544012705362 0.00030952852614897 0 0 0 0.000795665215903756 0 0.00412398768989675 0 0 0 0.00478343019779484 0.0162820043147311 0.00593463004999926 0 0.00361282117980288 0.00330357909759433 0 0.000989602575605637 0.00121717186060948
"plantagenet" 0 0 0.000650207741373369 0 0 0 0.000625089856666896 0.000625907565970657 0 0 0 0 0 0 0 0 0 0 0 0.020787956636943 0 0 0 0 0 0 0.000660715819518867 0 0 0
"proceed" 0.000706040173685883 0 0 0.00195585359038838 0.00580961075607934 0.00284069388682676 0.00187526957000069 0.00125181513194131 0.00115847336380118 0.00404852835994116 0.00268272006352681 0 0 0 0 0.000397832607951878 0 0 0.00545122516285535 0.000930804028519835 0 0.000683347171113548 0 0 0.00304645849200305 0 0.000660715819518867 0.0016826518593303 0.00164933762600939 0.00121717186060948
